365203775750811648	445837775	0	1
365203775750811648	445837775	3	5
365203775750811648	445837775	7	10
365203775750811648	445837775	12	14
365203775750811648	445837775	16	20
365203775750811648	445837775	22	23
365203775750811648	445837775	25	27
365203775750811648	445837775	29	32
365203775750811648	445837775	34	35
365203655198117890	445837775	0	8
365203655198117890	445837775	10	11
365203655198117890	445837775	13	17
365203655198117890	445837775	19	19
365203655198117890	445837775	21	24
365203655198117890	445837775	26	31
365203655198117890	445837775	33	41
365203655198117890	445837775	43	46
365203655198117890	445837775	48	53
365203655198117890	445837775	55	61
365203655198117890	445837775	63	63
365203655198117890	445837775	65	66
365203655198117890	445837775	68	71
365203655198117890	445837775	73	78
365203655198117890	445837775	80	85
365203655198117890	445837775	87	91
365203655198117890	445837775	93	94
365203655198117890	445837775	96	100
365203655198117890	445837775	102	104
365203655198117890	445837775	106	111
365203655198117890	445837775	113	117
365203655198117890	445837775	119	123
365203655198117890	445837775	125	127
365203655198117890	445837775	129	132
365203655198117890	445837775	134	140
365202799086145536	445837775	0	1
365202799086145536	445837775	3	5
365202799086145536	445837775	7	11
365202799086145536	445837775	13	15
365202799086145536	445837775	17	18
365202799086145536	445837775	20	22
365202799086145536	445837775	24	31
365202799086145536	445837775	33	33
365202799086145536	445837775	35	37
365202799086145536	445837775	39	43
365202799086145536	445837775	45	46
365202799086145536	445837775	48	53
365202799086145536	445837775	55	56
365202799086145536	445837775	58	62
365202799086145536	445837775	64	66
365202799086145536	445837775	68	75
365202799086145536	445837775	77	78
365202655112466432	445837775	0	1
365202655112466432	445837775	3	5
365202655112466432	445837775	7	10
365202655112466432	445837775	12	15
365202655112466432	445837775	17	18
365202655112466432	445837775	20	21
365202655112466432	445837775	23	25
365202655112466432	445837775	27	33
365202655112466432	445837775	35	39
365202655112466432	445837775	41	43
365202655112466432	445837775	45	50
365202655112466432	445837775	52	58
365202655112466432	445837775	60	60
365202655112466432	445837775	62	67
365202655112466432	445837775	69	71
365202655112466432	445837775	73	77
365202655112466432	445837775	79	79
365202655112466432	445837775	81	82
365202595494633472	445837775	0	2
365202595494633472	445837775	4	8
365202595494633472	445837775	11	14
365202595494633472	445837775	16	18
365202595494633472	445837775	20	26
365202595494633472	445837775	28	29
365202595494633472	445837775	31	34
365202595494633472	445837775	36	37
365202595494633472	445837775	39	42
365202595494633472	445837775	44	50
365202595494633472	445837775	52	53
365202595494633472	445837775	55	56
365202595494633472	445837775	58	62
365202595494633472	445837775	64	69
365202595494633472	445837775	71	75
365202595494633472	445837775	77	81
365202595494633472	445837775	83	84
365202595494633472	445837775	86	90
365202595494633472	445837775	92	95
365202595494633472	445837775	97	100
365202595494633472	445837775	102	108
365202595494633472	445837775	110	110
365202595494633472	445837775	112	117
365202595494633472	445837775	119	123
365202595494633472	445837775	125	129
365202595494633472	445837775	131	131
365202454712815616	445837775	0	2
365202454712815616	445837775	4	5
365202454712815616	445837775	7	9
365202454712815616	445837775	11	13
365202454712815616	445837775	15	18
365202454712815616	445837775	20	22
365202454712815616	445837775	24	30
365202454712815616	445837775	32	33
365202454712815616	445837775	35	40
365202454712815616	445837775	42	48
365202454712815616	445837775	50	51
365202454712815616	445837775	53	57
365202454712815616	445837775	59	60
365202454712815616	445837775	62	67
365202454712815616	445837775	69	70
365202454712815616	445837775	72	75
365202454712815616	445837775	77	81
365202454712815616	445837775	83	88
365202454712815616	445837775	90	91
365202454712815616	445837775	93	98
365202454712815616	445837775	100	106
365202454712815616	445837775	108	109
365202454712815616	445837775	111	116
365202454712815616	445837775	118	120
365202454712815616	445837775	122	128
365202238043467776	445837775	0	4
365202238043467776	445837775	6	13
365202238043467776	445837775	15	18
365202238043467776	445837775	20	25
365202238043467776	445837775	27	28
365202238043467776	445837775	30	33
365202238043467776	445837775	35	37
365202238043467776	445837775	39	40
365202238043467776	445837775	42	44
365202238043467776	445837775	46	49
365202238043467776	445837775	51	51
365202238043467776	445837775	53	57
365202238043467776	445837775	59	62
365202238043467776	445837775	64	68
365202238043467776	445837775	70	70
365202238043467776	445837775	72	75
365202238043467776	445837775	77	81
365202238043467776	445837775	83	87
365202238043467776	445837775	89	94
365202238043467776	445837775	96	97
365202238043467776	445837775	99	102
365202238043467776	445837775	104	107
365202238043467776	445837775	109	114
365202238043467776	445837775	116	117
365202238043467776	445837775	119	123
365202238043467776	445837775	125	127
365202238043467776	445837775	129	132
365202238043467776	445837775	134	139
365202238043467776	445837775	141	141
365202009260953600	445837775	0	4
365202009260953600	445837775	6	11
365202009260953600	445837775	13	16
365202009260953600	445837775	18	20
365202009260953600	445837775	22	26
365202009260953600	445837775	28	33
365202009260953600	445837775	35	38
365202009260953600	445837775	40	44
365202009260953600	445837775	46	50
365202009260953600	445837775	52	54
