492437563136028673	262299947	0	5
492437563136028673	262299947	7	9
492437563136028673	262299947	11	11
492437563136028673	262299947	13	17
492437563136028673	262299947	19	20
492437563136028673	262299947	22	27
492437563136028673	262299947	29	32
492437563136028673	262299947	34	35
492437563136028673	262299947	37	41
492437563136028673	262299947	43	49
492437563136028673	262299947	51	53
492437563136028673	262299947	55	59
492437563136028673	262299947	61	62
492437563136028673	262299947	64	69
492437563136028673	262299947	71	72
492437563136028673	262299947	74	77
492437563136028673	262299947	79	83
492437563136028673	262299947	85	86
492437563136028673	262299947	88	94
492437563136028673	262299947	96	97
492437563136028673	262299947	99	102
492437563136028673	262299947	104	106
492437563136028673	262299947	108	109
492437563136028673	262299947	111	115
492437563136028673	262299947	117	117
492437563136028673	262299947	119	121
492437563136028673	262299947	123	126
492437563136028673	262299947	128	130
492437563136028673	262299947	132	135
492437563136028673	262299947	137	141
482939841513279488	262299947	0	11
481215711642419200	262299947	0	1
481215711642419200	262299947	3	5
481215711642419200	262299947	7	12
481215711642419200	262299947	14	16
481215711642419200	262299947	18	21
481215711642419200	262299947	23	26
481215711642419200	262299947	28	31
481215711642419200	262299947	33	34
481215711642419200	262299947	36	40
481215711642419200	262299947	42	46
481215711642419200	262299947	48	54
481215711642419200	262299947	56	57
481215711642419200	262299947	59	63
481215711642419200	262299947	65	72
481215711642419200	262299947	74	75
481215711642419200	262299947	77	77
481215711642419200	262299947	79	82
481215711642419200	262299947	84	84
481215711642419200	262299947	86	88
481215711642419200	262299947	90	91
481215711642419200	262299947	93	96
481215711642419200	262299947	98	99
481215711642419200	262299947	101	104
481215711642419200	262299947	106	115
481215711642419200	262299947	117	118
481215711642419200	262299947	120	123
481215711642419200	262299947	125	126
481215711642419200	262299947	128	130
481215711642419200	262299947	132	132
474146736718757890	262299947	0	6
474146736718757890	262299947	8	13
474146736718757890	262299947	15	22
474146736718757890	262299947	24	25
474146736718757890	262299947	27	29
474146736718757890	262299947	31	38
474146736718757890	262299947	40	44
474146736718757890	262299947	46	51
474146736718757890	262299947	53	55
474146736718757890	262299947	57	59
474146736718757890	262299947	61	67
474146736718757890	262299947	69	71
474146736718757890	262299947	73	75
474146736718757890	262299947	77	83
474146736718757890	262299947	85	86
474146736718757890	262299947	88	94
474146736718757890	262299947	96	101
474146736718757890	262299947	103	106
474146736718757890	262299947	108	109
474146736718757890	262299947	111	116
474146736718757890	262299947	118	119
474146736718757890	262299947	121	125
474146736718757890	262299947	127	134
474145912487694336	262299947	0	3
474145912487694336	262299947	5	10
474145912487694336	262299947	12	18
474145912487694336	262299947	20	28
474145912487694336	262299947	30	36
474145912487694336	262299947	38	41
474145912487694336	262299947	43	50
474145912487694336	262299947	52	54
474145912487694336	262299947	56	62
474145912487694336	262299947	64	72
474145912487694336	262299947	74	74
474145912487694336	262299947	76	79
474145912487694336	262299947	81	85
474145912487694336	262299947	87	90
474145912487694336	262299947	92	98
474145912487694336	262299947	100	104
474145912487694336	262299947	106	111
474145912487694336	262299947	113	114
474145912487694336	262299947	116	120
474145912487694336	262299947	122	129
471369387090653185	262299947	0	13
471367071100858368	262299947	0	3
471367071100858368	262299947	5	9
471367071100858368	262299947	11	12
471367071100858368	262299947	14	17
471367071100858368	262299947	19	26
471367071100858368	262299947	28	35
471367071100858368	262299947	37	38
471367071100858368	262299947	40	43
471367071100858368	262299947	45	50
471367071100858368	262299947	52	58
471367071100858368	262299947	60	60
471367071100858368	262299947	62	75
471364817962680320	262299947	0	13
471364817962680320	262299947	15	16
469520980071944192	262299947	0	3
469520980071944192	262299947	5	11
469520980071944192	262299947	13	17
469520980071944192	262299947	19	21
469520980071944192	262299947	23	28
469520980071944192	262299947	30	30
469520980071944192	262299947	32	36
469520980071944192	262299947	38	43
469520980071944192	262299947	45	47
469520980071944192	262299947	49	54
469520980071944192	262299947	56	62
469520980071944192	262299947	64	69
469520980071944192	262299947	71	72
469520980071944192	262299947	74	76
469520980071944192	262299947	78	81
469520980071944192	262299947	83	83
469520980071944192	262299947	85	88
469520980071944192	262299947	90	94
469520980071944192	262299947	96	97
469520980071944192	262299947	99	108
469520980071944192	262299947	110	117
469520980071944192	262299947	119	120
458131006336548864	262299947	0	7
458131006336548864	262299947	9	13
458131006336548864	262299947	15	16
458131006336548864	262299947	18	19
458131006336548864	262299947	21	24
458131006336548864	262299947	26	27
458131006336548864	262299947	29	31
458131006336548864	262299947	33	36
458131006336548864	262299947	38	41
458131006336548864	262299947	43	46
458131006336548864	262299947	48	51
458131006336548864	262299947	53	54
458131006336548864	262299947	56	57
458131006336548864	262299947	59	60
458131006336548864	262299947	62	62
457873733034979328	262299947	0	5
457873733034979328	262299947	7	10
457873733034979328	262299947	12	15
457873733034979328	262299947	17	18
